DisplayName;Department;BusinessRole;AccountType;LastLogon;Ruoli;Username;Email;UPN;EmployeeId;Manager;StatusAD;StatusHR;OrphanGroups
davide.lombardi.jufb;Internal Audit;Internal Auditor;Internal;2025-10-05T08:45:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_READ,SYS_SAP_READ,SYS_SPLUNK_WRITE;;;;;;;;
elisa.bianchi.mtci;Business Applications;Business Apps Analyst;Internal;2025-09-14T07:19:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_SALESFORCE_READ,SYS_SAP_WRITE,SYS_SERVICENOW_READ,SYS_WORKDAY_WRITE;;;;;;;;
adm_paolo.ricci.vuyz;Engineering Backend;Backend Engineer;Internal;2025-09-14T07:46:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITLAB_WRITE,SYS_JENKINS_READ,SYS_JIRA_WRITE,SYS_K8S_WRITE;;;;;;;;
chiara.giordano.uvci;Engineering Frontend;Frontend Engineer;Internal;2025-03-27T16:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GITHUB_READ,SYS_JENKINS_WRITE,SYS_JIRA_WRITE;;;;;;;;
andrea.santoro.nvlr;Engineering Mobile;Mobile Engineer;Technical;2025-07-30T11:44:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITHUB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_WRITE;;;;;;;;
adm_sara.esposito.lqig;Engineering QA;QA Engineer;Internal;2025-12-19T13:40:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JENKINS_READ,SYS_JIRA_READ,SYS_K8S_READ;;;;;;;;
svc_sre_sre_fazq;Platform SRE;SRE Engineer;Internal;2025-05-06T16:47:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_READ,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
valentina.moretti.nxbe;Platform DevOps;DevOps Engineer;Internal;2025-09-15T08:58:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JENKINS_WRITE,SYS_K8S_READ;;;;;;;;
stefano.verdi.roqb;Cloud Infrastructure;Cloud Engineer;Internal;2025-06-09T10:51:55Z;INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_READ,SYS_GCP_READ,SYS_K8S_READ;;;;;;;;
adm_irene.marino.znvf;Network Operations;Network Engineer;Internal;2025-06-06T07:12:55Z;INF_BASTION_VIEW,INF_DNS_VIEW,INF_FIREWALL_READ,INF_MAIL_READ,INF_NETWORK_WRITE,INF_SIEM_WRITE,INF_VPN_READ,INF_VPN_WRITE,SYS_CONFLUENCE_READ;;;;;;;;
giorgio.mancini.mogz;Security SOC;SOC Analyst;Internal;2025-11-05T09:15:55Z;INF_EDR_VIEW,INF_FIREWALL_READ,INF_IAM_WRITE,INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
adm_federica.leone.cmem;Security GRC;GRC Specialist;Technical;2025-09-25T08:38:55Z;INF_MAIL_READ,INF_SIEM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_READ;;;;;;;;
svc_security_iam_iam_yijq;Security IAM;IAM Specialist;Internal;2025-09-16T09:28:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_WRITE;;;;;;;;
laura.conti.lsfz;Data Engineering;Data Engineer;Technical;2025-04-07T07:27:55Z;INF_DBAAS_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_READ;;;;;;;;
antonio.barbieri.ldgz;Data Science;Data Scientist;Internal;2025-05-18T08:31:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_WRITE,SYS_JIRA_VIEW,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_WRITE;;;;;;;;
silvia.russo.bjfa;Analytics BI;BI Analyst;Internal;2025-08-03T15:41:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_VIEW,SYS_SNOWFLAKE_READ;;;;;;;;
roberto.greco.xpql;Product Management;Product Manager;Internal;2025-12-09T13:09:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_READ,SYS_POWERBI_VIEW;;;;;;;;
anna.rizzo.huch;Product Design;Product Designer;Internal;2025-10-02T15:47:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE;;;;;;;;
luca.rossi.rshx;IT Helpdesk;IT Support;Internal;2025-05-02T12:53:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MDM_VIEW,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_READ;;;;;;;;
marco.colombo.urhi;IT Operations;IT Ops Specialist;Internal;2026-01-17T12:22:55Z;INF_EDR_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_VIEW,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW;;;;;;;;
adm_giulia.costa.vdtr;Workplace IT;Workplace Specialist;Internal;2025-03-23T12:28:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_VIEW,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_READ;;;;;;;;
francesca.fontana.vckj;PMO;PMO Analyst;Internal;2025-07-25T16:49:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_POWERBI_WRITE;;;;;;;;
alessandro.ferrari.bmcz;R&D AI;AI Researcher;Internal;2026-02-10T16:24:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_READ,SYS_JIRA_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
marta.bruno.fymd;R&D Innovation;Innovation Engineer;Internal;2025-07-31T12:17:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ;;;;;;;;
davide.lombardi.ixvn;Support L1;Support Agent L1;Internal;2025-10-08T12:06:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
elisa.bianchi.vkih;Support L2;Support Agent L2;Internal;2025-12-22T16:43:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_READ,SYS_ZENDESK_VIEW;;;;;;;;
paolo.ricci.ighs;Customer Success Enterprise;CSM Enterprise;Internal;2026-01-12T07:07:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_READ;;;;;;;;
chiara.giordano.zghh;Customer Success SMB;CSM SMB;Internal;2025-06-16T07:28:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
andrea.santoro.sjol;Sales Enterprise;Sales Executive;Internal;2025-09-17T10:34:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SALESFORCE_WRITE;;;;;;;;
svc_sales_smb_vgot;Sales SMB;Sales Representative;Technical;2025-04-21T11:58:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ;;;;;;;;
matteo.gallo.xmne;Marketing Digital;Digital Marketer;Internal;2026-01-01T16:56:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_VIEW,SYS_SALESFORCE_READ;;;;;;;;
adm_valentina.moretti.scwa;Marketing Content;Content Specialist;Internal;2025-08-06T08:18:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ;;;;;;;;
adm_stefano.verdi.hwed;Finance Controlling;Controller;External;2026-02-06T12:15:55Z;INF_ERP_READ,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_READ;;;;;;;;
irene.marino.kmgj;Finance AP;AP Specialist;Internal;2025-12-29T13:35:55Z;INF_ERP_VIEW,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
giorgio.mancini.sefs;Finance AR;AR Specialist;Internal;2025-04-21T11:58:55Z;INF_ERP_VIEW,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
federica.leone.pwma;HR Talent;Talent Partner;Internal;2025-05-22T12:52:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_WORKDAY_READ;;;;;;;;
adm_simone.romano.mqcq;HR Payroll;Payroll Specialist;Internal;2026-01-25T10:32:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_WORKDAY_WRITE;;;;;;;;
laura.conti.zqwb;Legal Compliance;Compliance Analyst;Internal;2025-08-19T11:40:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ;;;;;;;;
antonio.barbieri.ipac;Procurement;Procurement Specialist;Internal;2025-04-26T16:43:55Z;INF_ERP_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_SERVICENOW_READ;;;;;;;;
silvia.russo.qbfj;Executive Office;Executive Assistant;External;2025-11-13T07:25:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ;;;;;;;;
roberto.greco.uvmh;Internal Audit;Internal Auditor;Internal;2025-11-24T08:23:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_VIEW,SYS_SAP_WRITE,SYS_SPLUNK_READ;;;;;;;;
anna.rizzo.wrin;Business Applications;Business Apps Analyst;Internal;2026-01-05T11:03:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_SALESFORCE_VIEW,SYS_SAP_VIEW,SYS_SERVICENOW_WRITE,SYS_WORKDAY_READ;;;;;;;;
adm_luca.rossi.qqrd;Engineering Backend;Backend Engineer;Internal;2025-05-17T07:46:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GITLAB_VIEW,SYS_JENKINS_WRITE,SYS_JIRA_WRITE,SYS_K8S_WRITE;;;;;;;;
marco.colombo.wrhf;Engineering Frontend;Frontend Engineer;Technical;2025-03-22T12:04:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_VIEW,SYS_JENKINS_WRITE,SYS_JIRA_VIEW;;;;;;;;
svc_mobile_mobile_rymj;Engineering Mobile;Mobile Engineer;Internal;2025-09-30T13:38:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GITHUB_VIEW,SYS_JENKINS_VIEW,SYS_JIRA_WRITE;;;;;;;;
francesca.fontana.uuhf;Engineering QA;QA Engineer;Internal;2025-07-25T16:07:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JENKINS_WRITE,SYS_JIRA_WRITE,SYS_K8S_READ;;;;;;;;
alessandro.ferrari.dbnj;Platform SRE;SRE Engineer;Internal;2025-08-31T13:29:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_READ,SYS_GCP_READ,SYS_K8S_READ;;;;;;;;
marta.bruno.ejjn;Platform DevOps;DevOps Engineer;Internal;2025-06-29T10:14:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_READ,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JENKINS_WRITE,SYS_K8S_WRITE;;;;;;;;
adm_davide.lombardi.gpzn;Cloud Infrastructure;Cloud Engineer;Internal;2025-05-26T16:10:55Z;INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_READ,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
elisa.bianchi.fygo;Network Operations;Network Engineer;Technical;2025-12-19T13:52:55Z;INF_BASTION_VIEW,INF_DNS_WRITE,INF_FIREWALL_WRITE,INF_MAIL_READ,INF_NETWORK_WRITE,INF_SIEM_VIEW,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ;;;;;;;;
paolo.ricci.vsak;Security SOC;SOC Analyst;Internal;2025-09-29T12:47:55Z;INF_EDR_READ,INF_FIREWALL_READ,INF_IAM_WRITE,INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SPLUNK_WRITE;;;;;;;;
chiara.giordano.ojed;Security GRC;GRC Specialist;Internal;2026-02-08T14:21:55Z;INF_MAIL_READ,INF_SIEM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_VIEW,SYS_SPLUNK_VIEW;;;;;;;;
svc_security_iam_tcxn;Security IAM;IAM Specialist;Internal;2025-10-19T12:55:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_WRITE;;;;;;;;
sara.esposito.zzaf;Data Engineering;Data Engineer;Internal;2026-01-10T15:18:55Z;INF_DBAAS_READ,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_VIEW;;;;;;;;
matteo.gallo.mbzr;Data Science;Data Scientist;Internal;2025-06-23T14:07:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_READ,SYS_JIRA_VIEW,SYS_POWERBI_READ,SYS_SNOWFLAKE_WRITE;;;;;;;;
svc_analytics_bi_bi_pqpe;Analytics BI;BI Analyst;Technical;2025-08-12T14:24:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_VIEW,SYS_SNOWFLAKE_WRITE;;;;;;;;
stefano.verdi.hpdw;Product Management;Product Manager;Technical;2025-06-27T08:50:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_WRITE,SYS_POWERBI_WRITE;;;;;;;;
irene.marino.ppau;Product Design;Product Designer;Internal;2023-06-01T10:15:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ;;;;;;;;
svc_it_helpdesk_it_etum;IT Helpdesk;IT Support;Internal;2025-09-30T13:14:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
federica.leone.dxqc;IT Operations;IT Ops Specialist;Internal;2025-06-22T13:46:55Z;INF_EDR_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW;;;;;;;;
simone.romano.fplu;Workplace IT;Workplace Specialist;Internal;2025-05-20T10:10:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_READ;;;;;;;;
laura.conti.uugs;PMO;PMO Analyst;Internal;2025-05-22T12:40:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_VIEW,SYS_POWERBI_VIEW;;;;;;;;
antonio.barbieri.hteo;R&D AI;AI Researcher;Technical;2025-11-14T08:10:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_WRITE,SYS_JIRA_READ,SYS_SNOWFLAKE_READ;;;;;;;;
silvia.russo.lxho;R&D Innovation;Innovation Engineer;Internal;2025-10-29T12:32:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ;;;;;;;;
svc_support_l_ektw;Support L1;Support Agent L1;Internal;2026-01-29T14:50:55Z;INF_MAIL_READ,INF_MAIL_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_WRITE,SYS_ZENDESK_VIEW;;;;;;;;
anna.rizzo.uycz;Support L2;Support Agent L2;Internal;2025-10-17T10:07:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_VIEW,SYS_SPLUNK_READ,SYS_ZENDESK_WRITE;;;;;;;;
luca.rossi.aizv;Customer Success Enterprise;CSM Enterprise;Internal;2025-09-21T15:01:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SALESFORCE_VIEW,SYS_ZENDESK_READ;;;;;;;;
marco.colombo.xeou;Customer Success SMB;CSM SMB;Internal;2025-10-05T08:39:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE,SYS_ZENDESK_READ;;;;;;;;
giulia.costa.xoxz;Sales Enterprise;Sales Executive;Internal;2025-08-04T16:59:55Z;INF_CRM_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SALESFORCE_VIEW;;;;;;;;
francesca.fontana.fowv;Sales SMB;Sales Representative;Internal;2025-04-20T10:58:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
alessandro.ferrari.cotn;Marketing Digital;Digital Marketer;Internal;2025-12-28T13:02:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_READ,SYS_SALESFORCE_READ;;;;;;;;
marta.bruno.axox;Marketing Content;Content Specialist;Internal;2025-09-18T11:16:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ;;;;;;;;
svc_finance_controlling_rtaf;Finance Controlling;Controller;Internal;2025-04-24T14:22:55Z;INF_ERP_VIEW,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_VIEW;;;;;;;;
elisa.bianchi.hbjo;Finance AP;AP Specialist;Internal;2025-04-28T08:38:55Z;INF_ERP_READ,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ;;;;;;;;
paolo.ricci.midr;Finance AR;AR Specialist;Internal;2025-08-03T15:11:55Z;INF_ERP_VIEW,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
chiara.giordano.zblf;HR Talent;Talent Partner;Internal;2025-04-12T12:12:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_WORKDAY_WRITE;;;;;;;;
andrea.santoro.zgrg;HR Payroll;Payroll Specialist;Internal;2025-09-28T11:23:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_WORKDAY_READ;;;;;;;;
sara.esposito.gygl;Legal Compliance;Compliance Analyst;Internal;2025-09-26T09:47:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_READ;;;;;;;;
matteo.gallo.dztz;Procurement;Procurement Specialist;Internal;2025-06-06T07:36:55Z;INF_ERP_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
valentina.moretti.uous;Executive Office;Executive Assistant;Internal;2023-03-10T07:07:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_VIEW;;;;;;;;
svc_internal_audit_hkom;Internal Audit;Internal Auditor;Internal;2025-04-25T15:49:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_READ,SYS_SAP_READ,SYS_SPLUNK_READ;;;;;;;;
irene.marino.moos;Business Applications;Business Apps Analyst;Internal;2025-08-19T11:13:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_SALESFORCE_WRITE,SYS_SAP_READ,SYS_SERVICENOW_VIEW,SYS_WORKDAY_VIEW;;;;;;;;
giorgio.mancini.mbaz;Engineering Backend;Backend Engineer;Technical;2025-03-30T09:41:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITLAB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_VIEW,SYS_K8S_READ;;;;;;;;
federica.leone.jvbi;Engineering Frontend;Frontend Engineer;Internal;2025-05-31T11:41:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_WRITE,SYS_JENKINS_READ,SYS_JIRA_READ;;;;;;;;
simone.romano.pist;Engineering Mobile;Mobile Engineer;Technical;2025-12-16T10:58:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITHUB_READ,SYS_JENKINS_READ,SYS_JIRA_WRITE;;;;;;;;
laura.conti.hged;Engineering QA;QA Engineer;Internal;2025-11-11T15:36:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JENKINS_READ,SYS_JIRA_WRITE,SYS_K8S_READ;;;;;;;;
antonio.barbieri.yzno;Platform SRE;SRE Engineer;Internal;2025-12-07T11:57:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
adm_silvia.russo.ploi;Platform DevOps;DevOps Engineer;Internal;2025-09-23T16:22:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JENKINS_WRITE,SYS_K8S_READ;;;;;;;;
roberto.greco.luhs;Cloud Infrastructure;Cloud Engineer;Internal;2025-05-13T13:30:55Z;INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
anna.rizzo.sspe;Network Operations;Network Engineer;Internal;2025-04-27T07:50:55Z;INF_BASTION_VIEW,INF_DNS_VIEW,INF_FIREWALL_READ,INF_MAIL_READ,INF_NETWORK_READ,INF_SIEM_VIEW,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ;;;;;;;;
svc_security_soc_soc_cofi;Security SOC;SOC Analyst;External;2025-07-18T09:58:55Z;INF_EDR_READ,INF_FIREWALL_VIEW,INF_IAM_READ,INF_MAIL_READ,INF_SIEM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SPLUNK_VIEW;;;;;;;;
svc_security_grc_yjbh;Security GRC;GRC Specialist;Internal;2025-12-25T09:50:55Z;INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE,SYS_SPLUNK_VIEW;;;;;;;;
giulia.costa.rwed;Security IAM;IAM Specialist;External;2025-08-15T07:22:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_VIEW;;;;;;;;
